-1.000000000000000000e+00 -1.000000000000000000e+00 2.396463516630693588e-07 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 2.266338426263552936e-07 -1.000000000000000000e+00 -1.000000000000000000e+00 7.809553686409627804e-08 -1.000000000000000000e+00
2.343761754216439286e-07 -1.000000000000000000e+00 2.205560810710088457e-07 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 2.240216270604562249e-07 -1.000000000000000000e+00 -1.000000000000000000e+00 1.140232121746535245e-07 -1.000000000000000000e+00
-1.000000000000000000e+00 -1.000000000000000000e+00 1.526843883391856483e-06 9.325491500934287495e-07 -1.000000000000000000e+00 8.436713941468307902e-07 0.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00
6.942954116971774065e-07 5.251688974861054382e-07 7.823875421428285325e-07 4.314625060006095577e-07 -1.000000000000000000e+00 3.631996446861116713e-07 0.000000000000000000e+00 8.201536020521535511e-07 9.689666016829927671e-07 3.481293763567301434e-07 6.975748366293480062e-07 3.411562348827536662e-07
3.894700171370609571e-07 2.077818160060023087e-07 4.951330996598805204e-07 3.086428315083009135e-07 5.083235703527346102e-07 1.550536012743989059e-07 0.000000000000000000e+00 4.321918326855709801e-07 5.916094957976324070e-07 1.608705564843815240e-07 3.127227752860974663e-07 1.205037167771487657e-07
5.006721254640670394e-07 1.993249353159158623e-07 -1.000000000000000000e+00 -1.000000000000000000e+00 4.190850496953386267e-07 -1.000000000000000000e+00 -1.000000000000000000e+00 5.430597734216660416e-07 5.187369628577844846e-07 2.072483461250442862e-07 3.670503518071540510e-07 0.000000000000000000e+00
7.383671868805259765e-07 4.288107384123732424e-07 1.001871817902803751e-06 5.664983537817961156e-07 9.594163044638872657e-07 3.285469873756584136e-07 0.000000000000000000e+00 8.924241294442414534e-07 1.117063064283350648e-06 2.643185850474935371e-07 6.229105563167500510e-07 1.752011821670026902e-07
5.094003206223578201e-07 3.828415261174468710e-07 5.008573434431872220e-07 4.332631366751642947e-07 -1.000000000000000000e+00 2.221637338345970090e-07 0.000000000000000000e+00 5.428655871712476381e-07 -1.000000000000000000e+00 3.458901276895095085e-07 4.571055544487533576e-07 -1.000000000000000000e+00
4.732990463574952482e-07 2.634852302943917474e-07 5.787819709162450661e-07 4.028015171561473251e-07 6.428834914733468474e-07 1.939569736624139395e-07 0.000000000000000000e+00 5.335430610621229694e-07 6.934350877354645333e-07 2.178692977252581396e-07 3.701971259528654984e-07 1.769236512600368197e-07
5.697390754858183918e-07 4.015283759274916583e-07 5.603327055394712681e-07 5.067171531569207112e-07 -1.000000000000000000e+00 2.241609395298960645e-07 0.000000000000000000e+00 6.189849123636177235e-07 -1.000000000000000000e+00 3.762287273416345026e-07 4.879182248466854062e-07 -1.000000000000000000e+00
